train_params/lambda_normal_consistency,epoch,train_params/lambda_sds,train/loss_sds,lr-AdamW,train/max_step,train/min_step,step,train/grad_norm
,,,,0.01,,,7612,
0.0,0,1.0,109.91291046142578,,500.0,20.0,7612,14.826523780822754
,,,,0.01,,,7613,
0.0,0,1.0,88364.921875,,500.0,20.0,7613,420.3924865722656
,,,,0.01,,,7614,
0.0,0,1.0,21272.390625,,500.0,20.0,7614,206.2638702392578
,,,,0.01,,,7615,
0.0,0,1.0,12124.591796875,,500.0,20.0,7615,155.72149658203125
,,,,0.01,,,7616,
0.0,0,1.0,56198.55078125,,500.0,20.0,7616,335.25677490234375
,,,,0.01,,,7617,
0.0,0,1.0,8401.5673828125,,500.0,20.0,7617,129.6269073486328
,,,,0.01,,,7618,
0.0,0,1.0,1604.64013671875,,500.0,20.0,7618,56.650508880615234
,,,,0.01,,,7619,
0.0,0,1.0,12958.357421875,,500.0,20.0,7619,160.9866943359375
,,,,0.01,,,7620,
0.0,0,1.0,14254.5224609375,,500.0,20.0,7620,168.84622192382812
,,,,0.01,,,7621,
0.0,0,1.0,1758.1328125,,500.0,20.0,7621,59.2981071472168
,,,,0.01,,,7622,
0.0,0,1.0,34229.578125,,500.0,20.0,7622,261.6470031738281
,,,,0.01,,,7623,
0.0,0,1.0,4793.2578125,,500.0,20.0,7623,97.91075134277344
,,,,0.01,,,7624,
0.0,0,1.0,51679.05078125,,500.0,20.0,7624,321.4935302734375
,,,,0.01,,,7625,
0.0,0,1.0,1686.6312255859375,,500.0,20.0,7625,58.079795837402344
,,,,0.01,,,7626,
0.0,0,1.0,4199.01171875,,500.0,20.0,7626,91.64073181152344
,,,,0.01,,,7627,
0.0,0,1.0,5717.693359375,,500.0,20.0,7627,106.93637084960938
,,,,0.01,,,7628,
0.0,0,1.0,2913.71826171875,,500.0,20.0,7628,76.337646484375
,,,,0.01,,,7629,
0.0,0,1.0,312.517333984375,,500.0,20.0,7629,25.000694274902344
,,,,0.01,,,7630,
0.0,0,1.0,14.957839012145996,,500.0,20.0,7630,5.469522476196289
,,,,0.01,,,7631,
0.0,0,1.0,213.081298828125,,500.0,20.0,7631,20.643705368041992
,,,,0.01,,,7632,
0.0,0,1.0,31352.96875,,500.0,20.0,7632,250.41152954101562
,,,,0.01,,,7633,
0.0,0,1.0,593.815673828125,,500.0,20.0,7633,34.46202850341797
,,,,0.01,,,7634,
0.0,0,1.0,187185.34375,,500.0,20.0,7634,611.8583984375
,,,,0.01,,,7635,
0.0,0,1.0,3805.9794921875,,500.0,20.0,7635,87.24654388427734
,,,,0.01,,,7636,
0.0,0,1.0,121.65666961669922,,500.0,20.0,7636,15.598504066467285
,,,,0.01,,,7637,
0.0,0,1.0,26.456287384033203,,500.0,20.0,7637,7.274103164672852
,,,,0.01,,,7638,
0.0,0,1.0,67.69940948486328,,500.0,20.0,7638,11.636099815368652
,,,,0.01,,,7639,
0.0,0,1.0,75149.140625,,500.0,20.0,7639,387.6832275390625
,,,,0.01,,,7640,
0.0,0,1.0,9976.5869140625,,500.0,20.0,7640,141.25570678710938
,,,,0.01,,,7641,
0.0,0,1.0,254.59765625,,500.0,20.0,7641,22.56535530090332
,,,,0.01,,,7642,
0.0,0,1.0,31730.23828125,,500.0,20.0,7642,251.91363525390625
,,,,0.01,,,7643,
0.0,0,1.0,28575.451171875,,500.0,20.0,7643,239.0625457763672
,,,,0.01,,,7644,
0.0,0,1.0,1285.909912109375,,500.0,20.0,7644,50.713111877441406
,,,,0.01,,,7645,
0.0,0,1.0,468.279052734375,,500.0,20.0,7645,30.60323715209961
,,,,0.01,,,7646,
0.0,0,1.0,14034.189453125,,500.0,20.0,7646,167.5362091064453
,,,,0.01,,,7647,
0.0,0,1.0,9432.640625,,500.0,20.0,7647,137.35093688964844
,,,,0.01,,,7648,
0.0,0,1.0,1694.969970703125,,500.0,20.0,7648,58.22319030761719
,,,,0.01,,,7649,
0.0,0,1.0,27730.78515625,,500.0,20.0,7649,235.5028076171875
,,,,0.01,,,7650,
0.0,0,1.0,84953.328125,,500.0,20.0,7650,412.1973571777344
,,,,0.01,,,7651,
0.0,0,1.0,44929.76953125,,500.0,20.0,7651,299.76580810546875
,,,,0.01,,,7652,
0.0,0,1.0,1008.0106201171875,,500.0,20.0,7652,44.900123596191406
,,,,0.01,,,7653,
0.0,0,1.0,17026.61328125,,500.0,20.0,7653,184.53515625
,,,,0.01,,,7654,
0.0,0,1.0,35131.640625,,500.0,20.0,7654,265.07220458984375
,,,,0.01,,,7655,
0.0,0,1.0,101241.296875,,500.0,20.0,7655,449.98065185546875
,,,,0.01,,,7656,
0.0,0,1.0,14554.623046875,,500.0,20.0,7656,170.61431884765625
,,,,0.01,,,7657,
0.0,0,1.0,2416.99267578125,,500.0,20.0,7657,69.52687072753906
,,,,0.01,,,7658,
0.0,0,1.0,78297.2421875,,500.0,20.0,7658,395.72021484375
,,,,0.01,,,7659,
0.0,0,1.0,58830.59375,,500.0,20.0,7659,343.01776123046875
,,,,0.01,,,7660,
0.0,0,1.0,8589.3291015625,,500.0,20.0,7660,131.0673828125
,,,,0.01,,,7661,
0.0,0,1.0,155.912109375,,500.0,20.0,7661,17.658544540405273
,,,,0.01,,,7662,
0.0,0,1.0,304.01751708984375,,500.0,20.0,7662,24.658367156982422
,,,,0.01,,,7663,
0.0,0,1.0,5766.9482421875,,500.0,20.0,7663,107.39598083496094
,,,,0.01,,,7664,
0.0,0,1.0,4102.18359375,,500.0,20.0,7664,90.57796478271484
,,,,0.01,,,7665,
0.0,0,1.0,118979.046875,,500.0,20.0,7665,487.8094787597656
,,,,0.01,,,7666,
0.0,0,1.0,138398.5,,500.0,20.0,7666,526.114990234375
,,,,0.01,,,7667,
0.0,0,1.0,45859.53125,,500.0,20.0,7667,302.8515625
,,,,0.01,,,7668,
0.0,0,1.0,32856.875,,500.0,20.0,7668,256.346923828125
,,,,0.01,,,7669,
0.0,0,1.0,876.6052856445312,,500.0,20.0,7669,41.87135696411133
,,,,0.01,,,7670,
0.0,0,1.0,2904.3984375,,500.0,20.0,7670,76.21546173095703
,,,,0.01,,,7671,
0.0,0,1.0,123743.8359375,,500.0,20.0,7671,497.4813232421875
,,,,0.01,,,7672,
0.0,0,1.0,58568.0625,,500.0,20.0,7672,342.2515563964844
,,,,0.01,,,7673,
0.0,0,1.0,45646.4453125,,500.0,20.0,7673,302.1471252441406
,,,,0.01,,,7674,
0.0,0,1.0,70456.609375,,500.0,20.0,7674,375.38409423828125
,,,,0.01,,,7675,
0.0,0,1.0,17.278854370117188,,500.0,20.0,7675,5.878580570220947
,,,,0.01,,,7676,
0.0,0,1.0,32299.203125,,500.0,20.0,7676,254.16217041015625
,,,,0.01,,,7677,
0.0,0,1.0,8573.080078125,,500.0,20.0,7677,130.94334411621094
,,,,0.01,,,7678,
0.0,0,1.0,13811.0703125,,500.0,20.0,7678,166.1990966796875
,,,,0.01,,,7679,
0.0,0,1.0,95163.4140625,,500.0,20.0,7679,436.2646179199219
,,,,0.01,,,7680,
0.0,0,1.0,34294.87109375,,500.0,20.0,7680,261.89642333984375
,,,,0.01,,,7681,
0.0,0,1.0,1789.6827392578125,,500.0,20.0,7681,59.827796936035156
,,,,0.01,,,7682,
0.0,0,1.0,484.1409912109375,,500.0,20.0,7682,31.117229461669922
,,,,0.01,,,7683,
0.0,0,1.0,421.02484130859375,,500.0,20.0,7683,29.01809310913086
,,,,0.01,,,7684,
0.0,0,1.0,121830.0546875,,500.0,20.0,7684,493.619384765625
,,,,0.01,,,7685,
0.0,0,1.0,65009.9453125,,500.0,20.0,7685,360.58270263671875
,,,,0.01,,,7686,
0.0,0,1.0,11992.55078125,,500.0,20.0,7686,154.87124633789062
,,,,0.01,,,7687,
0.0,0,1.0,21121.78515625,,500.0,20.0,7687,205.53240966796875
,,,,0.01,,,7688,
0.0,0,1.0,63563.1875,,500.0,20.0,7688,356.5478515625
,,,,0.01,,,7689,
0.0,0,1.0,1559.119384765625,,500.0,20.0,7689,55.84119415283203
,,,,0.01,,,7690,
0.0,0,1.0,120843.171875,,500.0,20.0,7690,491.6160583496094
,,,,0.01,,,7691,
0.0,0,1.0,150913.359375,,500.0,20.0,7691,549.3875732421875
,,,,0.01,,,7692,
0.0,0,1.0,23634.6171875,,500.0,20.0,7692,217.41488647460938
,,,,0.01,,,7693,
0.0,0,1.0,120537.921875,,500.0,20.0,7693,490.9947204589844
,,,,0.01,,,7694,
0.0,0,1.0,123632.359375,,500.0,20.0,7694,497.2572021484375
,,,,0.01,,,7695,
0.0,0,1.0,39068.17578125,,500.0,20.0,7695,279.52880859375
,,,,0.01,,,7696,
0.0,0,1.0,254.61294555664062,,500.0,20.0,7696,22.5660343170166
,,,,0.01,,,7697,
0.0,0,1.0,330.7977294921875,,500.0,20.0,7697,25.721498489379883
,,,,0.01,,,7698,
0.0,0,1.0,5928.8525390625,,500.0,20.0,7698,108.8930892944336
,,,,0.01,,,7699,
0.0,0,1.0,15203.3681640625,,500.0,20.0,7699,174.37527465820312
,,,,0.01,,,7700,
0.0,0,1.0,2174.385009765625,,500.0,20.0,7700,65.94519805908203
,,,,0.01,,,7701,
0.0,0,1.0,12424.935546875,,500.0,20.0,7701,157.63841247558594
,,,,0.01,,,7702,
0.0,0,1.0,6261.9130859375,,500.0,20.0,7702,111.90990447998047
,,,,0.01,,,7703,
0.0,0,1.0,2501.62060546875,,500.0,20.0,7703,70.73358917236328
,,,,0.01,,,7704,
0.0,0,1.0,9583.00390625,,500.0,20.0,7704,138.44134521484375
,,,,0.01,,,7705,
0.0,0,1.0,107928.671875,,500.0,20.0,7705,464.6045227050781
,,,,0.01,,,7706,
0.0,0,1.0,1316.993408203125,,500.0,20.0,7706,51.32238006591797
,,,,0.01,,,7707,
0.0,0,1.0,121140.453125,,500.0,20.0,7707,492.22039794921875
,,,,0.01,,,7708,
0.0,0,1.0,33270.9140625,,500.0,20.0,7708,257.95703125
,,,,0.01,,,7709,
0.0,0,1.0,5519.2177734375,,500.0,20.0,7709,105.06395721435547
,,,,0.01,,,7710,
0.0,0,1.0,36059.5703125,,500.0,20.0,7710,268.5500793457031
,,,,0.01,,,7711,
0.0,0,1.0,239.8154754638672,,500.0,20.0,7711,21.90047836303711
,,,,0.01,,,7712,
0.0,0,1.0,9115.7890625,,500.0,20.0,7712,135.0243682861328
,,,,0.01,,,7713,
0.0,0,1.0,77913.203125,,500.0,20.0,7713,394.74853515625
,,,,0.01,,,7714,
0.0,0,1.0,3792.35302734375,,500.0,20.0,7714,87.09021759033203
,,,,0.01,,,7715,
0.0,0,1.0,11423.552734375,,500.0,20.0,7715,151.152587890625
,,,,0.01,,,7716,
0.0,0,1.0,5309.1513671875,,500.0,20.0,7716,103.04515075683594
,,,,0.01,,,7717,
0.0,0,1.0,13003.4384765625,,500.0,20.0,7717,161.2664794921875
,,,,0.01,,,7718,
0.0,0,1.0,83171.25,,500.0,20.0,7718,407.85107421875
,,,,0.01,,,7719,
0.0,0,1.0,73198.5,,500.0,20.0,7719,382.6186218261719
,,,,0.01,,,7720,
0.0,0,1.0,260.400146484375,,500.0,20.0,7720,22.821048736572266
,,,,0.01,,,7721,
0.0,0,1.0,103726.6796875,,500.0,20.0,7721,455.4704895019531
,,,,0.01,,,7722,
0.0,0,1.0,85764.71875,,500.0,20.0,7722,414.1611328125
,,,,0.01,,,7723,
0.0,0,1.0,11683.4228515625,,500.0,20.0,7723,152.8621826171875
,,,,0.01,,,7724,
0.0,0,1.0,12822.1171875,,500.0,20.0,7724,160.13816833496094
,,,,0.01,,,7725,
0.0,0,1.0,42725.40625,,500.0,20.0,7725,292.3197021484375
,,,,0.01,,,7726,
0.0,0,1.0,123176.4765625,,500.0,20.0,7726,496.33953857421875
,,,,0.01,,,7727,
0.0,0,1.0,93656.2734375,,500.0,20.0,7727,432.79620361328125
,,,,0.01,,,7728,
0.0,0,1.0,71862.7109375,,500.0,20.0,7728,379.1113586425781
,,,,0.01,,,7729,
0.0,0,1.0,7779.052734375,,500.0,20.0,7729,124.73213195800781
,,,,0.01,,,7730,
0.0,0,1.0,19.506528854370117,,500.0,20.0,7730,6.246043682098389
,,,,0.01,,,7731,
0.0,0,1.0,11042.7275390625,,500.0,20.0,7731,148.61175537109375
,,,,0.01,,,7732,
0.0,0,1.0,360.4903564453125,,500.0,20.0,7732,26.851083755493164
,,,,0.01,,,7733,
0.0,0,1.0,52794.94921875,,500.0,20.0,7733,324.94598388671875
,,,,0.01,,,7734,
0.0,0,1.0,13840.8701171875,,500.0,20.0,7734,166.37831115722656
,,,,0.01,,,7735,
0.0,0,1.0,24019.0859375,,500.0,20.0,7735,219.17611694335938
,,,,0.01,,,7736,
0.0,0,1.0,116.03002166748047,,500.0,20.0,7736,15.233516693115234
,,,,0.01,,,7737,
0.0,0,1.0,837.4842529296875,,500.0,20.0,7737,40.9263801574707
,,,,0.01,,,7738,
0.0,0,1.0,2260.9375,,500.0,20.0,7738,67.24488830566406
,,,,0.01,,,7739,
0.0,0,1.0,573.634765625,,500.0,20.0,7739,33.871368408203125
,,,,0.01,,,7740,
0.0,0,1.0,6855.8720703125,,500.0,20.0,7740,117.09716033935547
,,,,0.01,,,7741,
0.0,0,1.0,107.56919860839844,,500.0,20.0,7741,14.667596817016602
,,,,0.01,,,7742,
0.0,0,1.0,50138.59375,,500.0,20.0,7742,316.665771484375
,,,,0.01,,,7743,
0.0,0,1.0,5042.8115234375,,500.0,20.0,7743,100.42720031738281
,,,,0.01,,,7744,
0.0,0,1.0,5970.033203125,,500.0,20.0,7744,109.27061462402344
,,,,0.01,,,7745,
0.0,0,1.0,82042.109375,,500.0,20.0,7745,405.0730895996094
,,,,0.01,,,7746,
0.0,0,1.0,87817.046875,,500.0,20.0,7746,419.08721923828125
,,,,0.01,,,7747,
0.0,0,1.0,6696.8779296875,,500.0,20.0,7747,115.73139190673828
,,,,0.01,,,7748,
0.0,0,1.0,2395.656494140625,,500.0,20.0,7748,69.21931457519531
,,,,0.01,,,7749,
0.0,0,1.0,138674.1875,,500.0,20.0,7749,526.6387329101562
,,,,0.01,,,7750,
0.0,0,1.0,504.1986999511719,,500.0,20.0,7750,31.755273818969727
,,,,0.01,,,7751,
0.0,0,1.0,21185.61328125,,500.0,20.0,7751,205.8427276611328
,,,,0.01,,,7752,
0.0,0,1.0,78.31346130371094,,500.0,20.0,7752,12.515068054199219
,,,,0.01,,,7753,
0.0,0,1.0,134592.109375,,500.0,20.0,7753,518.8296508789062
,,,,0.01,,,7754,
0.0,0,1.0,21685.81640625,,500.0,20.0,7754,208.25857543945312
,,,,0.01,,,7755,
0.0,0,1.0,27736.55078125,,500.0,20.0,7755,235.52728271484375
,,,,0.01,,,7756,
0.0,0,1.0,5.573204517364502,,500.0,20.0,7756,3.3386237621307373
,,,,0.01,,,7757,
0.0,0,1.0,5426.08203125,,500.0,20.0,7757,104.17372131347656
,,,,0.01,,,7758,
0.0,0,1.0,50211.0078125,,500.0,20.0,7758,316.8943176269531
,,,,0.01,,,7759,
0.0,0,1.0,78470.03125,,500.0,20.0,7759,396.1566162109375
,,,,0.01,,,7760,
0.0,0,1.0,18941.6875,,500.0,20.0,7760,194.6365203857422
,,,,0.01,,,7761,
0.0,0,1.0,1064.983154296875,,500.0,20.0,7761,46.15155792236328
,,,,0.01,,,7762,
0.0,0,1.0,10728.3017578125,,500.0,20.0,7762,146.48072814941406
,,,,0.01,,,7763,
0.0,0,1.0,49014.92578125,,500.0,20.0,7763,313.0971984863281
,,,,0.01,,,7764,
0.0,0,1.0,2186.011962890625,,500.0,20.0,7764,66.12128448486328
,,,,0.01,,,7765,
0.0,0,1.0,40999.91796875,,500.0,20.0,7765,286.35614013671875
,,,,0.01,,,7766,
0.0,0,1.0,6924.89501953125,,500.0,20.0,7766,117.68512725830078
,,,,0.01,,,7767,
0.0,0,1.0,60665.06640625,,500.0,20.0,7767,348.3247375488281
,,,,0.01,,,7768,
0.0,0,1.0,209.9518280029297,,500.0,20.0,7768,20.49155044555664
,,,,0.01,,,7769,
0.0,0,1.0,17.073810577392578,,500.0,20.0,7769,5.843596458435059
,,,,0.01,,,7770,
0.0,0,1.0,68596.8125,,500.0,20.0,7770,370.3965759277344
,,,,0.01,,,7771,
0.0,0,1.0,22297.240234375,,500.0,20.0,7771,211.17405700683594
,,,,0.01,,,7772,
0.0,0,1.0,291.6669616699219,,500.0,20.0,7772,24.152305603027344
,,,,0.01,,,7773,
0.0,0,1.0,4100.3154296875,,500.0,20.0,7773,90.55733489990234
,,,,0.01,,,7774,
0.0,0,1.0,11994.4375,,500.0,20.0,7774,154.8834228515625
,,,,0.01,,,7775,
0.0,0,1.0,4061.626220703125,,500.0,20.0,7775,90.12908935546875
,,,,0.01,,,7776,
0.0,0,1.0,3707.345458984375,,500.0,20.0,7776,86.10859680175781
,,,,0.01,,,7777,
0.0,0,1.0,73067.703125,,500.0,20.0,7777,382.276611328125
,,,,0.01,,,7778,
0.0,0,1.0,120672.5,,500.0,20.0,7778,491.2687683105469
,,,,0.01,,,7779,
0.0,0,1.0,30517.5703125,,500.0,20.0,7779,247.05291748046875
,,,,0.01,,,7780,
0.0,0,1.0,2313.88818359375,,500.0,20.0,7780,68.02776336669922
,,,,0.01,,,7781,
0.0,0,1.0,64073.14453125,,500.0,20.0,7781,357.9752502441406
,,,,0.01,,,7782,
0.0,0,1.0,3258.388916015625,,500.0,20.0,7782,80.7265625
,,,,0.01,,,7783,
0.0,0,1.0,32669.087890625,,500.0,20.0,7783,255.61334228515625
,,,,0.01,,,7784,
0.0,0,1.0,38807.09765625,,500.0,20.0,7784,278.5932312011719
,,,,0.01,,,7785,
0.0,0,1.0,1103.0474853515625,,500.0,20.0,7785,46.969085693359375
,,,,0.01,,,7786,
0.0,0,1.0,122070.984375,,500.0,20.0,7786,494.10723876953125
,,,,0.01,,,7787,
0.0,0,1.0,35015.3203125,,500.0,20.0,7787,264.6330261230469
,,,,0.01,,,7788,
0.0,0,1.0,25957.755859375,,500.0,20.0,7788,227.84976196289062
,,,,0.01,,,7789,
0.0,0,1.0,107204.2109375,,500.0,20.0,7789,463.0425720214844
,,,,0.01,,,7790,
0.0,0,1.0,63.950950622558594,,500.0,20.0,7790,11.309372901916504
,,,,0.01,,,7791,
0.0,0,1.0,10819.818359375,,500.0,20.0,7791,147.1041717529297
,,,,0.01,,,7792,
0.0,0,1.0,74698.3671875,,500.0,20.0,7792,386.51873779296875
,,,,0.01,,,7793,
0.0,0,1.0,65.95475769042969,,500.0,20.0,7793,11.485186576843262
,,,,0.01,,,7794,
0.0,0,1.0,1781.2862548828125,,500.0,20.0,7794,59.68729019165039
,,,,0.01,,,7795,
0.0,0,1.0,377.6839599609375,,500.0,20.0,7795,27.483957290649414
,,,,0.01,,,7796,
0.0,0,1.0,3245.78857421875,,500.0,20.0,7796,80.57032775878906
,,,,0.01,,,7797,
0.0,0,1.0,3040.08349609375,,500.0,20.0,7797,77.97542572021484
,,,,0.01,,,7798,
0.0,0,1.0,20571.81640625,,500.0,20.0,7798,202.83892822265625
,,,,0.01,,,7799,
0.0,0,1.0,644.3472290039062,,500.0,20.0,7799,35.89839172363281
,,,,0.01,,,7800,
0.0,0,1.0,88448.28125,,500.0,20.0,7800,420.5907287597656
,,,,0.01,,,7801,
0.0,0,1.0,31451.494140625,,500.0,20.0,7801,250.8046875
,,,,0.01,,,7802,
0.0,0,1.0,1483.248046875,,500.0,20.0,7802,54.46554946899414
,,,,0.01,,,7803,
0.0,0,1.0,7.307551860809326,,500.0,20.0,7803,3.8229706287384033
,,,,0.01,,,7804,
0.0,0,1.0,50635.5859375,,500.0,20.0,7804,318.2313232421875
,,,,0.01,,,7805,
0.0,0,1.0,281.03167724609375,,500.0,20.0,7805,23.707876205444336
,,,,0.01,,,7806,
0.0,0,1.0,38851.52734375,,500.0,20.0,7806,278.752685546875
,,,,0.01,,,7807,
0.0,0,1.0,19.59972381591797,,500.0,20.0,7807,6.260946273803711
,,,,0.01,,,7808,
0.0,0,1.0,124170.9375,,500.0,20.0,7808,498.339111328125
,,,,0.01,,,7809,
0.0,0,1.0,172.03758239746094,,500.0,20.0,7809,18.54926300048828
,,,,0.01,,,7810,
0.0,0,1.0,111249.3828125,,500.0,20.0,7810,471.69775390625
,,,,0.01,,,7811,
0.0,0,1.0,160.00186157226562,,500.0,20.0,7811,17.888647079467773
,,,,0.01,,,7812,
0.0,0,1.0,12966.88671875,,500.0,20.0,7812,161.03965759277344
,,,,0.01,,,7813,
0.0,0,1.0,79.61012268066406,,500.0,20.0,7813,12.618250846862793
,,,,0.01,,,7814,
0.0,0,1.0,68.29164123535156,,500.0,20.0,7814,11.686884880065918
,,,,0.01,,,7815,
0.0,0,1.0,60709.75,,500.0,20.0,7815,348.4530029296875
,,,,0.01,,,7816,
0.0,0,1.0,7555.93017578125,,500.0,20.0,7816,122.93030548095703
,,,,0.01,,,7817,
0.0,0,1.0,145623.0,,500.0,20.0,7817,539.672119140625
,,,,0.01,,,7818,
0.0,0,1.0,71.74008178710938,,500.0,20.0,7818,11.978320121765137
,,,,0.01,,,7819,
0.0,0,1.0,14840.4970703125,,500.0,20.0,7819,172.28173828125
,,,,0.01,,,7820,
0.0,0,1.0,558.205078125,,500.0,20.0,7820,33.412723541259766
,,,,0.01,,,7821,
0.0,0,1.0,10523.37890625,,500.0,20.0,7821,145.07501220703125
,,,,0.01,,,7822,
0.0,0,1.0,89.34382629394531,,500.0,20.0,7822,13.367410659790039
,,,,0.01,,,7823,
0.0,0,1.0,7190.4833984375,,500.0,20.0,7823,119.92066192626953
,,,,0.01,,,7824,
0.0,0,1.0,77289.796875,,500.0,20.0,7824,393.1661071777344
,,,,0.01,,,7825,
0.0,0,1.0,42629.3203125,,500.0,20.0,7825,291.9908142089844
,,,,0.01,,,7826,
0.0,0,1.0,25446.98046875,,500.0,20.0,7826,225.59689331054688
,,,,0.01,,,7827,
0.0,0,1.0,885.7634887695312,,500.0,20.0,7827,42.08951187133789
,,,,0.01,,,7828,
0.0,0,1.0,28973.75390625,,500.0,20.0,7828,240.72288513183594
,,,,0.01,,,7829,
0.0,0,1.0,45968.23828125,,500.0,20.0,7829,303.2102966308594
,,,,0.01,,,7830,
0.0,0,1.0,95074.640625,,500.0,20.0,7830,436.06109619140625
,,,,0.01,,,7831,
0.0,0,1.0,326.49578857421875,,500.0,20.0,7831,25.553699493408203
,,,,0.01,,,7832,
0.0,0,1.0,7883.1572265625,,500.0,20.0,7832,125.5639877319336
,,,,0.01,,,7833,
0.0,0,1.0,35176.1171875,,500.0,20.0,7833,265.2399597167969
,,,,0.01,,,7834,
0.0,0,1.0,879.755126953125,,500.0,20.0,7834,41.94651794433594
,,,,0.01,,,7835,
0.0,0,1.0,5382.10791015625,,500.0,20.0,7835,103.75074005126953
,,,,0.01,,,7836,
0.0,0,1.0,193.72250366210938,,500.0,20.0,7836,19.683622360229492
,,,,0.01,,,7837,
0.0,0,1.0,57394.24609375,,500.0,20.0,7837,338.80450439453125
,,,,0.01,,,7838,
0.0,0,1.0,111.97592163085938,,500.0,20.0,7838,14.965021133422852
,,,,0.01,,,7839,
0.0,0,1.0,18329.91796875,,500.0,20.0,7839,191.46759033203125
,,,,0.01,,,7840,
0.0,0,1.0,80228.3125,,500.0,20.0,7840,400.57037353515625
,,,,0.01,,,7841,
0.0,0,1.0,1384.4298095703125,,500.0,20.0,7841,52.619956970214844
,,,,0.01,,,7842,
0.0,0,1.0,2604.81982421875,,500.0,20.0,7842,72.1778335571289
,,,,0.01,,,7843,
0.0,0,1.0,1718.13134765625,,500.0,20.0,7843,58.61964416503906
,,,,0.01,,,7844,
0.0,0,1.0,24662.2734375,,500.0,20.0,7844,222.09130859375
,,,,0.01,,,7845,
0.0,0,1.0,148.89230346679688,,500.0,20.0,7845,17.256437301635742
,,,,0.01,,,7846,
0.0,0,1.0,10815.044921875,,500.0,20.0,7846,147.07171630859375
,,,,0.01,,,7847,
0.0,0,1.0,1550.6248779296875,,500.0,20.0,7847,55.688865661621094
,,,,0.01,,,7848,
0.0,0,1.0,76.12847137451172,,500.0,20.0,7848,12.33924388885498
,,,,0.01,,,7849,
0.0,0,1.0,3538.58984375,,500.0,20.0,7849,84.1259765625
,,,,0.01,,,7850,
0.0,0,1.0,16987.958984375,,500.0,20.0,7850,184.32557678222656
,,,,0.01,,,7851,
0.0,0,1.0,434.11944580078125,,500.0,20.0,7851,29.465892791748047
,,,,0.01,,,7852,
0.0,0,1.0,9303.7138671875,,500.0,20.0,7852,136.40904235839844
,,,,0.01,,,7853,
0.0,0,1.0,4259.5888671875,,500.0,20.0,7853,92.29939270019531
,,,,0.01,,,7854,
0.0,0,1.0,44516.546875,,500.0,20.0,7854,298.3841247558594
,,,,0.01,,,7855,
0.0,0,1.0,6699.4658203125,,500.0,20.0,7855,115.75375366210938
,,,,0.01,,,7856,
0.0,0,1.0,56062.23828125,,500.0,20.0,7856,334.8499450683594
,,,,0.01,,,7857,
0.0,0,1.0,25943.359375,,500.0,20.0,7857,227.78656005859375
,,,,0.01,,,7858,
0.0,0,1.0,52689.0546875,,500.0,20.0,7858,324.61993408203125
,,,,0.01,,,7859,
0.0,0,1.0,119033.8515625,,500.0,20.0,7859,487.92181396484375
,,,,0.01,,,7860,
0.0,0,1.0,3511.72900390625,,500.0,20.0,7860,83.80607604980469
,,,,0.01,,,7861,
0.0,0,1.0,47266.9609375,,500.0,20.0,7861,307.46368408203125
,,,,0.01,,,7862,
0.0,0,1.0,8.325767517089844,,500.0,20.0,7862,4.080629348754883
,,,,0.01,,,7863,
0.0,0,1.0,99153.84375,,500.0,20.0,7863,445.3175048828125
,,,,0.01,,,7864,
0.0,0,1.0,34534.953125,,500.0,20.0,7864,262.8115539550781
,,,,0.01,,,7865,
0.0,0,1.0,3390.12255859375,,500.0,20.0,7865,82.34224700927734
,,,,0.01,,,7866,
0.0,0,1.0,64.69015502929688,,500.0,20.0,7866,11.374547004699707
,,,,0.01,,,7867,
0.0,0,1.0,607.0316162109375,,500.0,20.0,7867,34.84341049194336
,,,,0.01,,,7868,
0.0,0,1.0,9010.3671875,,500.0,20.0,7868,134.2413330078125
,,,,0.01,,,7869,
0.0,0,1.0,2283.75830078125,,500.0,20.0,7869,67.58340454101562
,,,,0.01,,,7870,
0.0,0,1.0,65051.5859375,,500.0,20.0,7870,360.69818115234375
,,,,0.01,,,7871,
0.0,0,1.0,4920.75537109375,,500.0,20.0,7871,99.20439147949219
,,,,0.01,,,7872,
0.0,0,1.0,1283.4617919921875,,500.0,20.0,7872,50.664817810058594
,,,,0.01,,,7873,
0.0,0,1.0,1447.6781005859375,,500.0,20.0,7873,53.80851364135742
,,,,0.01,,,7874,
0.0,0,1.0,423.2076416015625,,500.0,20.0,7874,29.093217849731445
,,,,0.01,,,7875,
0.0,0,1.0,65537.078125,,500.0,20.0,7875,362.0416564941406
,,,,0.01,,,7876,
0.0,0,1.0,314.701416015625,,500.0,20.0,7876,25.087902069091797
,,,,0.01,,,7877,
0.0,0,1.0,26284.59765625,,500.0,20.0,7877,229.27972412109375
,,,,0.01,,,7878,
0.0,0,1.0,9921.171875,,500.0,20.0,7878,140.86285400390625
,,,,0.01,,,7879,
0.0,0,1.0,26444.94140625,,500.0,20.0,7879,229.97801208496094
,,,,0.01,,,7880,
0.0,0,1.0,124528.0,,500.0,20.0,7880,499.05511474609375
,,,,0.01,,,7881,
0.0,0,1.0,102288.6171875,,500.0,20.0,7881,452.3021545410156
,,,,0.01,,,7882,
0.0,0,1.0,126.8569107055664,,500.0,20.0,7882,15.928396224975586
,,,,0.01,,,7883,
0.0,0,1.0,58.89093017578125,,500.0,20.0,7883,10.85273551940918
,,,,0.01,,,7884,
